STS网银设置XTSZ009往来单位设置;往来单位编号弹框查询;cltInfoQryQ004UsingPOST;/sts/wcl/cltinfoqry/Q004;POST;PATH
STS网银设置XTSZ005网银参数设置;保存;paramInstallP001UsingPOST;/sts/wcl/paraminstall/P001;POST;BODY
STS网银设置XTSZ005网银参数设置;列表查询初始化;paramInstallQ001UsingPOST;/sts/wcl/paraminstall/Q001;POST;BODY
STS网银设置XTSZ007敏感关键字设置;敏感关键字保存;sensitiveKeyP001UsingPOST;/sts/wcl/sensitivekey/P001;POST;BODY
STS网银设置XTSZ007敏感关键字设置;敏感关键字删除;sensitiveKeyP002UsingPOST;/sts/wcl/sensitivekey/P002;POST;BODY
STS网银设置XTSZ007敏感关键字设置;敏感关键字查询;sensitiveKeyQ001UsingPOST;/sts/wcl/sensitivekey/Q001;POST;BODY
STS网银设置XTSZ006结算业务开通;结算业务品种启用保存;settleBusinessP001UsingPOST;/sts/wcl/settleBusiness/P001;POST;BODY
STS网银设置XTSZ006结算业务开通;银行下拉;settleBusinessQ001UsingPOST;/sts/wcl/settleBusiness/Q001;POST;BODY
STS网银设置XTSZ006结算业务开通;财务账户类型下拉;settleBusinessQ002UsingPOST;/sts/wcl/settleBusiness/Q002;POST;BODY
STS网银设置XTSZ006结算业务开通;结算业务品种查询;settleBusinessQ003UsingPOST;/sts/wcl/settleBusiness/Q003;POST;BODY
STS网银设置XTSZ006结算业务开通;批量设置查询;settleBusinessQ004UsingPOST;/sts/wcl/settleBusiness/Q004;POST;BODY
STS网银设置XTSZ006结算业务开通;查询用到的业务品种列表;settleBusinessQ005UsingGET;/sts/wcl/settleBusiness/Q005;GET;BODY
